feature	FTA-10_1	FTA-1_1	FTA-11_1	FTA-12_1	FTA-13_1	FTA-14_1	FTA-15_1	FTA-16_1	FTA-17_1	FTA-18_1	FTA-19_1	FTA-20_1	FTA-2_1	FTA-23_1	FTA-24_1	FTA-3_1	FTA-4_1	FTA-5_1	FTA-6_1	FTA-9_1	FTC-10_1	FTC-1_1	FTC-11_1	FTC-12_1	FTC-13_1	FTC-14_1	FTC-15_1	FTC-16_1	FTC-17_1	FTC-18_1	FTC-19_1	FTC-20_1	FTC-2_1	FTC-21_1	FTC-22_1	FTC-3_1	FTC-4_1	FTC-5_1	FTC-6_1	FTC-7_1	FTC-8_1
promoter::chr20:44902331-44904331(-)_1940_1980_+|genomic|promoter::chr20:44902331-44904331(-)_1940_1980_+|peak_5732|promoter::chr20:44902331-44904331(-)|1940|1980	50	50	48	95	44	30	72	69	12	56	55	21	35	35	36	0	1	0	0	0	71	42	49	24	34	51	18	41	27	33	27	67	129	35	46	91	41	0	61	58	46
promoter::chr20:45856540-45857940(+)_840_880_+|genomic|promoter::chr20:45856540-45857940(+)_840_880_+|peak_5733|promoter::chr20:45856540-45857940(+)|840|880	8	23	27	12	19	8	22	18	4	8	7	7	9	10	10	17	8	11	15	53	17	10	19	21	19	10	49	6	6	11	7	13	56	7	5	23	10	4	0	5	15
promoter::chr20:48703048-48706048(-)_2560_2580_+|genomic|promoter::chr20:48703048-48706048(-)_2560_2580_+|peak_5734|promoter::chr20:48703048-48706048(-)|2560|2580	20	3	13	7	3	5	10	15	2	12	1	3	7	4	4	0	0	0	0	0	4	4	1	22	9	7	33	3	1	2	2	8	19	3	2	4	3	1	0	1	15
promoter::chr20:49391649-49396049(+)_1400_1440_+|genomic|promoter::chr20:49391649-49396049(+)_1400_1440_+|peak_5735|promoter::chr20:49391649-49396049(+)|1400|1440	0	0	0	1	0	1	0	0	0	0	0	26	0	22	33	0	0	42	0	0	1	23	0	0	0	0	0	24	28	25	19	0	0	29	21	0	26	0	0	0	0
promoter::chr20:50275649-50281849(+)_1380_1400_+|genomic|promoter::chr20:50275649-50281849(+)_1380_1400_+|peak_5736|promoter::chr20:50275649-50281849(+)|1380|1400	10	28	4	8	7	6	23	10	2	16	5	12	10	16	14	11	9	16	18	4	5	16	4	2	7	5	2	13	10	15	13	9	16	15	16	7	13	33	1	1	3
promoter::chr20:59405955-59410555(+)_4280_4320_+|genomic|promoter::chr20:59405955-59410555(+)_4280_4320_+|peak_5737|promoter::chr20:59405955-59410555(+)|4280|4320	0	0	4	0	1	2	2	0	0	0	13	29	0	26	35	0	0	39	39	0	0	35	3	0	2	0	0	34	22	33	29	0	2	40	27	1	38	1	0	0	0
promoter::chr20:63452958-63457158(+)_580_600_+|genomic|promoter::chr20:63452958-63457158(+)_580_600_+|peak_5738|promoter::chr20:63452958-63457158(+)|580|600	24	11	4	23	12	10	14	15	4	14	6	4	4	8	15	10	19	15	44	4	13	9	6	6	8	11	4	9	6	8	9	10	27	12	10	17	14	22	7	5	7
promoter::chr20:63983359-63984359(-)_960_1000_+|genomic|promoter::chr20:63983359-63984359(-)_960_1000_+|peak_5739|promoter::chr20:63983359-63984359(-)|960|1000	4	9	12	0	18	0	0	0	10	0	19	40	3	41	51	0	5	66	34	0	0	41	0	7	0	1	0	52	39	51	48	0	1	51	42	19	39	3	0	3	0
promoter::chr21:15837739-15840939(-)_1460_1500_+|genomic|promoter::chr21:15837739-15840939(-)_1460_1500_+|peak_5740|promoter::chr21:15837739-15840939(-)|1460|1500	14	9	25	8	11	15	16	29	4	8	7	4	53	2	7	5	13	8	15	13	12	5	15	9	9	7	3	5	4	3	2	15	31	7	5	22	9	31	16	34	9
promoter::chr21:38443537-38450337(-)_4660_4700_+|genomic|promoter::chr21:38443537-38450337(-)_4660_4700_+|peak_5741|promoter::chr21:38443537-38450337(-)|4660|4700	0	1	2	5	2	3	2	1	2	2	3	0	1	0	2	10	8	20	34	31	2	1	1	3	1	0	7	0	0	2	1	0	7	1	2	3	1	22	5	2	3
promoter::chr21:45414229-45420229(+)_3320_3360_+|genomic|promoter::chr21:45414229-45420229(+)_3320_3360_+|peak_5742|promoter::chr21:45414229-45420229(+)|3320|3360	11	20	23	12	10	16	7	50	2	17	0	8	14	9	13	0	0	0	0	0	4	16	4	10	1	3	7	12	12	9	8	12	56	10	7	44	9	0	5	6	10
promoter::chr22:25402433-25405233(-)_40_60_+|genomic|promoter::chr22:25402433-25405233(-)_40_60_+|peak_5743|promoter::chr22:25402433-25405233(-)|40|60	8	5	8	2	5	6	6	17	0	8	3	6	4	3	8	12	7	22	19	31	2	5	0	2	2	1	12	6	6	4	5	3	19	8	4	6	7	13	0	1	0
promoter::chr22:26223834-26228834(-)_440_480_+|genomic|promoter::chr22:26223834-26228834(-)_440_480_+|peak_5744|promoter::chr22:26223834-26228834(-)|440|480	31	34	33	42	6	16	34	51	8	24	20	27	20	25	36	2	8	9	15	0	16	28	8	10	4	17	8	27	30	28	31	14	63	31	23	62	38	14	8	8	6
promoter::chr22:37829901-37831101(-)_660_700_+|genomic|promoter::chr22:37829901-37831101(-)_660_700_+|peak_5745|promoter::chr22:37829901-37831101(-)|660|700	70	11	85	11	5	44	49	80	50	68	25	11	11	12	9	53	10	24	23	61	9	12	5	45	10	11	52	9	13	9	11	50	51	8	9	35	11	14	13	9	47
promoter::chr22:39354103-39357903(+)_3020_3040_+|genomic|promoter::chr22:39354103-39357903(+)_3020_3040_+|peak_5746|promoter::chr22:39354103-39357903(+)|3020|3040	28	36	19	33	29	9	60	30	9	25	19	20	45	28	32	0	0	0	0	0	123	23	47	22	16	90	17	28	30	31	23	33	125	34	29	63	27	0	13	32	34
promoter::chr22:41720104-41720504(+)_180_220_+|genomic|promoter::chr22:41720104-41720504(+)_180_220_+|peak_5747|promoter::chr22:41720104-41720504(+)|180|220	5	20	19	25	5	7	8	4	9	13	6	11	5	15	11	2	15	18	9	14	11	14	13	6	9	10	9	15	15	13	13	3	31	16	13	23	15	15	9	2	27
promoter::chr22:42620104-42624304(-)_1220_1260_+|genomic|promoter::chr22:42620104-42624304(-)_1220_1260_+|peak_5748|promoter::chr22:42620104-42624304(-)|1220|1260	35	24	57	38	25	14	70	60	11	21	27	31	38	36	38	18	24	34	76	42	51	37	31	28	30	33	11	33	34	35	38	34	191	50	34	67	37	59	70	30	23
promoter::chr22:44033443-44035243(+)_1660_1700_+|genomic|promoter::chr22:44033443-44035243(+)_1660_1700_+|peak_5749|promoter::chr22:44033443-44035243(+)|1660|1700	0	0	1	0	0	0	0	0	0	0	4	15	0	13	18	0	0	3	3	0	0	15	1	0	0	0	0	17	13	15	15	0	0	17	19	0	17	0	0	0	0
promoter::chr22:44709912-44711712(+)_740_780_+|genomic|promoter::chr22:44709912-44711712(+)_740_780_+|peak_5750|promoter::chr22:44709912-44711712(+)|740|780	3	20	14	22	4	9	4	9	3	7	7	10	5	10	12	5	20	21	34	4	5	10	14	2	4	8	7	7	11	8	9	5	34	13	10	51	14	36	5	3	4
promoter::chr2:102988878-102994278(+)_3340_3380_+|genomic|promoter::chr2:102988878-102994278(+)_3340_3380_+|peak_5751|promoter::chr2:102988878-102994278(+)|3340|3380	78	116	65	103	52	48	47	84	42	74	81	63	179	88	99	58	215	163	170	81	115	95	95	30	84	92	45	90	77	96	84	65	239	103	87	253	84	335	67	79	70
promoter::chr2:105499279-105502279(-)_1060_1080_+|genomic|promoter::chr2:105499279-105502279(-)_1060_1080_+|peak_5752|promoter::chr2:105499279-105502279(-)|1060|1080	17	31	14	29	3	17	17	15	5	53	6	6	6	7	6	8	13	9	5	8	8	7	5	9	7	6	7	7	5	7	5	8	47	10	10	22	8	15	15	13	12
promoter::chr2:109182080-109182680(+)_500_540_+|genomic|promoter::chr2:109182080-109182680(+)_500_540_+|peak_5753|promoter::chr2:109182080-109182680(+)|500|540	13	157	4	12	1	2	237	29	2	316	38	3	10	6	6	7	5	7	7	119	72	7	5	2	14	8	13	5	4	5	3	1	35	9	5	19	6	198	4	3	3
promoter::chr2:113908883-113912083(-)_1800_1840_+|genomic|promoter::chr2:113908883-113912083(-)_1800_1840_+|peak_5754|promoter::chr2:113908883-113912083(-)|1800|1840	49	60	106	32	36	50	36	87	6	24	18	10	20	14	14	55	28	12	48	23	11	17	9	31	19	7	48	9	8	11	11	32	243	15	9	110	10	26	13	9	12
promoter::chr2:120460484-120462284(+)_0_20_+|genomic|promoter::chr2:120460484-120462284(+)_0_20_+|peak_5755|promoter::chr2:120460484-120462284(+)|0|20	17	24	23	14	7	12	9	29	3	19	8	11	12	8	12	0	0	0	0	0	11	17	7	8	4	7	26	11	14	14	11	11	41	16	14	19	19	0	5	2	4
promoter::chr2:120486684-120488084(+)_220_240_+|genomic|promoter::chr2:120486684-120488084(+)_220_240_+|peak_5756|promoter::chr2:120486684-120488084(+)|220|240	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	36	53	41	94	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	110	0	0	0
promoter::chr2:122018284-122020484(+)_440_480_+|genomic|promoter::chr2:122018284-122020484(+)_440_480_+|peak_5757|promoter::chr2:122018284-122020484(+)|440|480	99	99	1196	2723	497	159	614	287	336	56	481	286	107	326	370	78	230	368	291	449	461	383	921	295	188	361	65	396	357	350	335	279	1879	430	317	614	368	181	210	224	535
promoter::chr2:128188286-128190486(-)_240_280_+|genomic|promoter::chr2:128188286-128190486(-)_240_280_+|peak_5758|promoter::chr2:128188286-128190486(-)|240|280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	32	33	70	111	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0
promoter::chr2:132699087-132703287(+)_180_200_+|genomic|promoter::chr2:132699087-132703287(+)_180_200_+|peak_5759|promoter::chr2:132699087-132703287(+)|180|200	83	111	130	33	58	63	67	185	7	37	23	15	56	30	24	3	3	5	9	8	31	24	14	39	34	12	73	25	18	30	24	30	152	26	24	61	24	4	3	13	31
promoter::chr2:134695490-134698890(+)_1760_1800_+|genomic|promoter::chr2:134695490-134698890(+)_1760_1800_+|peak_5760|promoter::chr2:134695490-134698890(+)|1760|1800	16	22	7	21	16	11	8	20	4	19	6	12	14	9	10	4	3	12	18	2	17	12	9	0	3	6	17	9	14	6	9	6	58	11	8	31	10	20	10	10	1
promoter::chr2:143213891-143216491(+)_2080_2120_+|genomic|promoter::chr2:143213891-143216491(+)_2080_2120_+|peak_5761|promoter::chr2:143213891-143216491(+)|2080|2120	12	8	17	1	7	8	9	16	1	8	1	4	5	4	4	11	5	4	4	3	3	6	0	6	5	1	10	5	5	3	3	6	20	4	4	17	1	2	1	2	3
promoter::chr2:189955184-189955584(-)_360_380_+|genomic|promoter::chr2:189955184-189955584(-)_360_380_+|peak_5762|promoter::chr2:189955184-189955584(-)|360|380	20	10	13	16	8	5	24	13	4	21	4	7	12	9	12	5	5	2	28	0	11	8	3	6	6	9	2	7	10	7	10	7	43	16	10	10	11	6	9	3	8
promoter::chr2:19138077-19139677(+)_660_700_+|genomic|promoter::chr2:19138077-19139677(+)_660_700_+|peak_5763|promoter::chr2:19138077-19139677(+)|660|700	20	25	24	7	9	26	4	26	3	9	23	4	4	10	6	10	14	15	25	75	19	11	21	30	24	24	78	10	9	13	12	20	83	12	10	32	8	6	14	4	28
promoter::chr2:191441784-191443384(+)_420_460_+|genomic|promoter::chr2:191441784-191443384(+)_420_460_+|peak_5764|promoter::chr2:191441784-191443384(+)|420|460	6	7	14	9	6	7	17	22	6	4	2	4	2	2	3	8	10	3	10	4	2	2	0	8	3	3	4	1	1	1	3	6	41	2	1	12	3	5	0	4	6
promoter::chr2:201004587-201005787(+)_1080_1100_+|genomic|promoter::chr2:201004587-201005787(+)_1080_1100_+|peak_5765|promoter::chr2:201004587-201005787(+)|1080|1100	58	56	13	31	29	19	108	43	5	32	12	23	24	17	28	16	27	24	73	30	59	27	33	12	26	39	15	22	23	24	13	52	57	24	18	39	19	56	17	9	9
promoter::chr2:203822787-203828387(+)_3420_3460_+|genomic|promoter::chr2:203822787-203828387(+)_3420_3460_+|peak_5766|promoter::chr2:203822787-203828387(+)|3420|3460	104	98	133	250	94	69	125	91	24	97	87	58	57	72	78	6	14	14	36	18	97	79	52	32	63	91	17	70	74	60	82	119	250	79	70	212	69	32	94	128	44
promoter::chr2:218685789-218693789(+)_3660_3700_+|genomic|promoter::chr2:218685789-218693789(+)_3660_3700_+|peak_5767|promoter::chr2:218685789-218693789(+)|3660|3700	31	27	25	66	13	37	39	61	7	21	12	19	38	14	22	0	0	2	2	0	28	21	16	11	14	16	6	14	16	17	22	28	122	28	15	70	19	0	16	27	22
promoter::chr2:224014395-224016395(+)_220_260_+|genomic|promoter::chr2:224014395-224016395(+)_220_260_+|peak_5768|promoter::chr2:224014395-224016395(+)|220|260	6	17	15	34	10	2	5	5	8	4	18	16	8	16	22	3	10	7	13	0	22	16	19	2	15	7	1	14	17	13	14	2	47	16	18	55	16	30	12	13	5
promoter::chr2:232735402-232736402(-)_760_780_+|genomic|promoter::chr2:232735402-232736402(-)_760_780_+|peak_5769|promoter::chr2:232735402-232736402(-)|760|780	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	77	42	23	35	70	0	1	0	0	0	0	2	0	0	0	0	0	9	0	0	3	0	37	0	0	0
promoter::chr2:234187078-234190878(-)_800_840_+|genomic|promoter::chr2:234187078-234190878(-)_800_840_+|peak_5770|promoter::chr2:234187078-234190878(-)|800|840	6	36	4	22	17	6	7	11	3	3	15	17	20	15	18	3	30	19	23	1	7	18	6	2	10	4	0	24	17	16	20	2	28	18	15	43	16	54	4	7	1
promoter::chr2:235598678-235599478(+)_360_400_+|genomic|promoter::chr2:235598678-235599478(+)_360_400_+|peak_5771|promoter::chr2:235598678-235599478(+)|360|400	4	8	17	11	3	4	5	11	1	1	6	2	2	4	4	2	1	3	1	1	4	3	7	2	2	5	20	2	4	3	5	7	37	5	2	28	2	7	6	3	1
promoter::chr2:235701478-235702278(-)_600_640_+|genomic|promoter::chr2:235701478-235702278(-)_600_640_+|peak_5772|promoter::chr2:235701478-235702278(-)|600|640	28	24	29	17	12	14	41	25	7	11	5	4	9	9	9	0	0	0	0	0	28	9	15	9	15	28	11	8	8	7	9	17	50	7	5	17	6	0	12	8	14
promoter::chr2:236909679-236910879(+)_220_260_+|genomic|promoter::chr2:236909679-236910879(+)_220_260_+|peak_5773|promoter::chr2:236909679-236910879(+)|220|260	11	44	27	65	30	21	14	19	20	27	54	23	47	32	46	17	58	72	85	19	44	35	47	13	39	35	5	39	35	36	38	18	95	43	34	91	46	88	24	22	14
promoter::chr2:239780632-239780832(+)_40_80_+|genomic|promoter::chr2:239780632-239780832(+)_40_80_+|peak_5774|promoter::chr2:239780632-239780832(+)|40|80	9	27	13	9	16	12	5	21	4	10	5	8	11	13	12	14	22	30	59	11	8	13	2	3	8	14	19	11	10	11	8	13	39	13	9	21	14	29	4	5	5
promoter::chr2:240785037-240785237(-)_100_120_+|genomic|promoter::chr2:240785037-240785237(-)_100_120_+|peak_5775|promoter::chr2:240785037-240785237(-)|100|120	36	36	34	60	25	27	32	60	8	23	18	17	19	17	24	22	49	25	91	31	37	19	22	12	7	12	8	19	17	24	22	18	88	22	22	25	18	76	13	12	27
promoter::chr2:241347439-241352039(-)_920_960_+|genomic|promoter::chr2:241347439-241352039(-)_920_960_+|peak_5776|promoter::chr2:241347439-241352039(-)|920|960	37	20	86	42	18	57	92	87	4	29	17	32	30	38	43	0	1	1	8	1	40	48	261	97	40	85	123	37	36	31	35	62	178	44	38	93	37	1	49	29	101
promoter::chr2:241567839-241571639(+)_2740_2760_+|genomic|promoter::chr2:241567839-241571639(+)_2740_2760_+|peak_5777|promoter::chr2:241567839-241571639(+)|2740|2760	9	15	17	32	17	9	5	26	0	8	6	5	9	3	5	4	10	16	33	8	9	7	7	3	6	9	5	5	4	5	3	6	60	8	6	32	7	18	13	10	3
promoter::chr2:241567839-241571639(+)_3040_3080_+|genomic|promoter::chr2:241567839-241571639(+)_3040_3080_+|peak_5778|promoter::chr2:241567839-241571639(+)|3040|3080	5	10	12	33	15	9	7	30	1	8	4	1	10	0	2	5	13	15	32	8	9	4	12	6	4	7	6	4	4	4	2	4	56	3	3	30	4	11	11	12	6
promoter::chr2:24632923-24633523(+)_420_440_+|genomic|promoter::chr2:24632923-24633523(+)_420_440_+|peak_5779|promoter::chr2:24632923-24633523(+)|420|440	8	8	3	2	26	8	2	2	3	6	11	8	4	7	9	3	9	32	59	0	0	4	0	22	2	6	1	11	6	10	8	1	7	9	8	26	6	14	3	1	2
promoter::chr2:27353525-27354525(-)_540_560_+|genomic|promoter::chr2:27353525-27354525(-)_540_560_+|peak_5780|promoter::chr2:27353525-27354525(-)|540|560	4	13	11	17	3	1	13	12	1	1	4	6	4	2	8	2	19	17	44	12	12	7	6	8	6	6	6	6	4	7	6	22	42	11	5	6	10	14	12	10	11
promoter::chr2:28810526-28811126(+)_100_140_+|genomic|promoter::chr2:28810526-28811126(+)_100_140_+|peak_5781|promoter::chr2:28810526-28811126(+)|100|140	9	15	12	3	4	10	5	14	2	7	6	1	3	5	1	10	6	8	6	7	1	4	2	8	0	4	10	5	4	4	3	10	24	3	2	4	5	5	1	0	4
promoter::chr2:3678460-3679460(+)_260_300_+|genomic|promoter::chr2:3678460-3679460(+)_260_300_+|peak_5782|promoter::chr2:3678460-3679460(+)|260|300	12	16	18	3	17	12	7	16	1	10	4	3	4	2	6	7	6	7	8	5	1	6	2	10	8	4	19	7	2	5	4	6	37	7	6	12	9	4	3	0	3
promoter::chr2:42955652-42958652(+)_2920_2960_+|genomic|promoter::chr2:42955652-42958652(+)_2920_2960_+|peak_5783|promoter::chr2:42955652-42958652(+)|2920|2960	25	19	12	44	22	11	10	27	4	8	12	9	4	7	12	3	30	15	56	16	24	11	10	6	6	19	8	13	11	12	13	14	30	14	7	27	9	46	9	17	13
promoter::chr2:47060853-47065453(+)_2260_2300_+|genomic|promoter::chr2:47060853-47065453(+)_2260_2300_+|peak_5784|promoter::chr2:47060853-47065453(+)|2260|2300	11	12	17	14	8	8	4	12	6	13	10	4	10	1	2	10	7	5	21	9	4	3	3	13	11	6	24	2	5	5	2	10	56	4	2	26	5	15	1	7	5
promoter::chr2:54712055-54712655(-)_80_120_+|genomic|promoter::chr2:54712055-54712655(-)_80_120_+|peak_5785|promoter::chr2:54712055-54712655(-)|80|120	9	0	5	0	0	0	0	0	3	0	11	11	0	15	14	0	2	23	22	0	0	19	0	0	0	0	0	17	15	18	14	0	1	20	15	18	16	0	0	0	0
promoter::chr2:68464260-68467260(-)_80_120_+|genomic|promoter::chr2:68464260-68467260(-)_80_120_+|peak_5786|promoter::chr2:68464260-68467260(-)|80|120	45	32	10	19	17	5	32	6	7	27	2	12	5	14	21	1	2	0	3	1	23	26	3	3	7	26	12	16	22	16	19	41	34	18	23	33	15	4	2	10	12
promoter::chr2:70104660-70104860(-)_0_40_+|genomic|promoter::chr2:70104660-70104860(-)_0_40_+|peak_5787|promoter::chr2:70104660-70104860(-)|0|40	0	0	0	0	0	0	0	0	0	0	0	37	0	36	61	0	0	23	0	0	0	50	0	0	0	0	0	45	38	37	38	0	0	53	43	0	44	0	0	0	0
promoter::chr2:73069855-73073456(+)_1780_1820_+|genomic|promoter::chr2:73069855-73073456(+)_1780_1820_+|peak_5788|promoter::chr2:73069855-73073456(+)|1780|1820	25	18	2	16	2	8	9	12	5	11	4	2	3	4	4	33	18	5	27	5	6	4	1	2	4	3	1	3	2	2	2	21	31	5	6	32	3	27	6	10	6
promoter::chr2:85757455-85759655(+)_1940_1980_+|genomic|promoter::chr2:85757455-85759655(+)_1940_1980_+|peak_5789|promoter::chr2:85757455-85759655(+)|1940|1980	15	11	20	15	7	27	16	36	2	11	8	7	6	8	10	4	18	13	60	3	18	13	14	15	7	1	2	9	11	11	11	15	61	7	11	49	12	42	2	1	10
promoter::chr2:86250255-86254855(-)_3880_3920_+|genomic|promoter::chr2:86250255-86254855(-)_3880_3920_+|peak_5790|promoter::chr2:86250255-86254855(-)|3880|3920	18	72	44	29	14	20	56	24	7	89	19	10	10	5	9	0	0	0	0	0	47	13	14	20	16	12	24	12	7	5	6	10	55	11	11	17	9	0	12	10	22
promoter::chr2:86482455-86484855(+)_1660_1700_+|genomic|promoter::chr2:86482455-86484855(+)_1660_1700_+|peak_5791|promoter::chr2:86482455-86484855(+)|1660|1700	65	58	133	33	42	54	79	97	20	32	20	23	36	27	33	4	6	4	9	6	14	25	11	47	33	49	191	25	22	29	27	70	171	34	22	102	31	1	11	13	49
promoter::chr2:95679198-95680198(+)_540_580_+|genomic|promoter::chr2:95679198-95680198(+)_540_580_+|peak_5792|promoter::chr2:95679198-95680198(+)|540|580	8	21	4	16	10	11	11	21	2	17	11	23	24	28	28	20	22	31	34	8	11	22	4	1	9	4	5	26	28	23	29	3	29	34	22	51	27	43	5	2	1
promoter::chr2:95692198-95698198(+)_2560_2600_+|genomic|promoter::chr2:95692198-95698198(+)_2560_2600_+|peak_5793|promoter::chr2:95692198-95698198(+)|2560|2600	17	14	14	18	17	7	10	25	2	9	12	5	5	6	9	3	27	8	33	7	21	6	1	3	4	5	2	6	7	9	4	13	45	7	5	28	9	28	5	9	16
promoter::chr2:96671609-96672209(-)_340_380_+|genomic|promoter::chr2:96671609-96672209(-)_340_380_+|peak_5794|promoter::chr2:96671609-96672209(-)|340|380	19	29	4	11	16	5	26	7	0	23	5	15	6	21	17	2	0	10	6	1	6	13	3	2	2	1	0	19	25	17	20	9	49	22	15	40	15	13	0	8	4
promoter::chr2:98345873-98347873(+)_1460_1500_+|genomic|promoter::chr2:98345873-98347873(+)_1460_1500_+|peak_5795|promoter::chr2:98345873-98347873(+)|1460|1500	52	77	80	19	35	47	42	71	14	23	11	7	10	8	6	36	10	9	26	25	4	6	10	22	21	6	50	6	6	5	11	14	57	10	5	18	9	21	0	2	7
promoter::chr2:99568474-99571074(+)_1040_1080_+|genomic|promoter::chr2:99568474-99571074(+)_1040_1080_+|peak_5796|promoter::chr2:99568474-99571074(+)|1040|1080	3	20	26	26	9	4	17	15	4	9	10	10	15	14	20	0	1	1	4	2	9	18	4	3	8	15	6	17	8	13	14	23	60	16	12	26	12	3	8	5	7
promoter::chr3:121583973-121586973(+)_80_120_+|genomic|promoter::chr3:121583973-121586973(+)_80_120_+|peak_5797|promoter::chr3:121583973-121586973(+)|80|120	31	2	4	0	26	0	1	3	22	3	29	25	0	33	50	0	0	53	59	1	2	40	2	22	0	1	4	40	31	41	39	0	5	36	34	48	41	7	2	6	0
promoter::chr3:127071577-127074177(-)_2220_2260_+|genomic|promoter::chr3:127071577-127074177(-)_2220_2260_+|peak_5798|promoter::chr3:127071577-127074177(-)|2220|2260	34	80	74	16	19	64	42	88	7	25	13	10	21	12	22	0	0	0	0	0	14	15	16	16	9	3	20	21	13	12	20	16	112	18	16	138	15	0	7	6	28
promoter::chr3:128143577-128145777(+)_1960_2000_+|genomic|promoter::chr3:128143577-128145777(+)_1960_2000_+|peak_5799|promoter::chr3:128143577-128145777(+)|1960|2000	13	21	26	3	6	12	8	22	4	10	6	4	3	5	7	6	1	1	5	2	12	4	9	5	11	9	30	5	2	3	5	10	18	6	5	10	7	7	4	3	9
promoter::chr3:128491377-128493577(+)_960_1000_+|genomic|promoter::chr3:128491377-128493577(+)_960_1000_+|peak_5800|promoter::chr3:128491377-128493577(+)|960|1000	0	0	3	0	0	0	1	0	0	0	8	25	0	22	25	0	0	3	12	0	0	28	3	0	0	0	0	21	17	24	23	1	0	20	19	0	22	0	0	0	0
promoter::chr3:14147898-14152098(-)_3120_3140_+|genomic|promoter::chr3:14147898-14152098(-)_3120_3140_+|peak_5801|promoter::chr3:14147898-14152098(-)|3120|3140	5	35	13	36	12	4	12	15	6	6	16	13	42	11	15	0	0	0	0	0	15	13	13	8	17	17	5	22	17	17	14	7	38	16	14	44	15	0	10	16	7
promoter::chr3:145904033-145917033(+)_10360_10400_+|genomic|promoter::chr3:145904033-145917033(+)_10360_10400_+|peak_5802|promoter::chr3:145904033-145917033(+)|10360|10400	8	5	3	0	18	0	0	0	8	1	19	25	0	29	42	0	0	0	0	0	0	35	2	5	0	1	1	37	33	41	40	0	3	50	46	50	56	0	0	1	0
promoter::chr3:148924033-148936033(-)_9180_9220_+|genomic|promoter::chr3:148924033-148936033(-)_9180_9220_+|peak_5803|promoter::chr3:148924033-148936033(-)|9180|9220	1	1	5	2	12	0	1	0	7	2	8	15	0	17	20	0	0	0	0	0	0	15	0	13	0	1	0	26	23	18	19	0	8	27	18	10	24	0	0	2	0
promoter::chr3:149276433-149282633(+)_5240_5280_+|genomic|promoter::chr3:149276433-149282633(+)_5240_5280_+|peak_5804|promoter::chr3:149276433-149282633(+)|5240|5280	26	39	30	36	14	18	21	34	7	23	9	10	14	13	13	2	14	13	50	13	15	15	10	10	9	7	1	12	9	13	12	14	44	11	10	32	19	45	16	13	10
promoter::chr3:150899033-150900233(+)_700_740_+|genomic|promoter::chr3:150899033-150900233(+)_700_740_+|peak_5805|promoter::chr3:150899033-150900233(+)|700|740	4	0	1	0	0	0	0	0	2	0	26	13	0	18	22	0	1	15	9	0	0	17	0	0	0	0	0	24	17	17	12	0	0	16	14	8	18	0	0	0	0
promoter::chr3:154345423-154346423(-)_720_740_+|genomic|promoter::chr3:154345423-154346423(-)_720_740_+|peak_5806|promoter::chr3:154345423-154346423(-)|720|740	19	22	17	15	8	10	13	37	1	9	5	8	5	12	16	5	28	22	54	13	11	10	7	6	1	1	1	14	10	12	12	17	51	14	8	32	13	35	4	14	11
promoter::chr3:155332623-155335423(-)_1060_1100_+|genomic|promoter::chr3:155332623-155335423(-)_1060_1100_+|peak_5807|promoter::chr3:155332623-155335423(-)|1060|1100	8	15	19	7	9	8	3	15	3	6	7	3	1	5	8	2	2	3	2	0	4	8	3	10	14	14	48	7	5	12	3	4	33	5	5	15	6	1	1	2	8
promoter::chr3:166608624-166614624(-)_1200_1240_+|genomic|promoter::chr3:166608624-166614624(-)_1200_1240_+|peak_5808|promoter::chr3:166608624-166614624(-)|1200|1240	11	12	14	7	4	9	7	11	3	3	5	2	4	1	2	6	4	3	24	7	5	2	6	5	9	5	31	2	1	2	2	5	24	5	3	6	1	5	1	0	5
promoter::chr3:168554424-168557224(+)_540_580_+|genomic|promoter::chr3:168554424-168557224(+)_540_580_+|peak_5809|promoter::chr3:168554424-168557224(+)|540|580	26	91	65	35	13	16	13	23	9	50	15	17	11	20	20	0	0	0	0	0	56	18	34	46	26	25	27	20	26	21	15	21	71	25	17	41	24	0	26	16	39
promoter::chr3:171112823-171113823(+)_960_980_+|genomic|promoter::chr3:171112823-171113823(+)_960_980_+|peak_5810|promoter::chr3:171112823-171113823(+)|960|980	13	23	12	15	7	9	9	8	2	10	18	13	9	16	22	8	20	21	29	2	20	13	11	9	18	12	3	22	18	19	18	3	20	17	12	17	16	37	5	6	4
promoter::chr3:183118224-183122624(+)_1820_1860_+|genomic|promoter::chr3:183118224-183122624(+)_1820_1860_+|peak_5811|promoter::chr3:183118224-183122624(+)|1820|1860	97	7	10	3	2	18	49	31	15	43	17	19	30	15	28	0	3	3	2	2	28	26	6	55	40	9	4	27	26	25	25	39	18	31	22	8	31	6	3	8	45
promoter::chr3:186253823-186264623(+)_1260_1300_+|genomic|promoter::chr3:186253823-186264623(+)_1260_1300_+|peak_5812|promoter::chr3:186253823-186264623(+)|1260|1300	11	0	17	22	5	12	14	28	2	23	13	8	0	7	15	7	14	27	29	4	7	11	6	2	10	3	6	17	19	15	13	12	35	21	15	34	17	33	6	8	5
