feature	csFTC-2_1	csFTC-3_1	csFTC-4_1	csFTC-5_1	csFTC-6_1	csFTC-7_1	csFTC-8_1	csFTC-10_1	csFTC-11_1	csFTC-13_1	csFTC-14_1	csFTC-15_1	csFTC-20_1	csFTC-1_1	csFTC-16_1	csFTC-17_1	csFTC-18_1	csFTC-19_1	csFTC-21_1	csFTC-22_1	csFTA-1_1	csFTA-2_1	csFTA-3_1	csFTA-4_1	csFTA-6_1	csFTA-10_1	csFTA-11_1	csFTA-12_1	csFTA-13_1	csFTA-15_1	csFTA-16_1	csFTA-17_1	csFTA-18_1	csFTA-9_1	csFTA-20_1	csFTA-23_1	csFTA-24_1
promoter::chr1:27242735-27243735(-)_720_760_+|genomic|promoter::chr1:27242735-27243735(-)_720_760_+|peak_5696|promoter::chr1:27242735-27243735(-)|720|760	123	15	91	14	4	2	27	31	44	37	57	25	1	86	31	44	52	70	74	106	13	22	12	25	2	35	4	4	71	32	55	76	160	68	158	107	85
promoter::chr1:28795114-28797714(-)_440_480_+|genomic|promoter::chr1:28795114-28797714(-)_440_480_+|peak_5697|promoter::chr1:28795114-28797714(-)|440|480	2	27	41	11	0	2	28	28	27	29	42	21	2	69	19	23	34	50	0	23	9	8	16	21	0	29	0	2	0	28	33	25	127	70	108	45	52
promoter::chr1:31775825-31777425(-)_1420_1460_+|genomic|promoter::chr1:31775825-31777425(-)_1420_1460_+|peak_5698|promoter::chr1:31775825-31777425(-)|1420|1460	108	19	46	4	0	1	26	22	24	20	45	24	2	27	7	16	34	16	15	25	15	24	12	11	2	25	0	0	28	24	15	31	52	40	60	32	38
promoter::chr1:31943825-31946025(+)_740_780_+|genomic|promoter::chr1:31943825-31946025(+)_740_780_+|peak_5699|promoter::chr1:31943825-31946025(+)|740|780	40	27	54	25	0	0	58	52	90	82	155	100	0	107	34	62	102	107	13	112	17	21	15	19	3	60	1	3	35	56	103	93	281	220	196	102	95
promoter::chr1:32875425-32882225(+)_340_360_+|genomic|promoter::chr1:32875425-32882225(+)_340_360_+|peak_5700|promoter::chr1:32875425-32882225(+)|340|360	0	12	0	0	0	0	31	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	30	32	1	0	0	0	0	0	0
promoter::chr1:32875425-32882225(+)_6380_6420_+|genomic|promoter::chr1:32875425-32882225(+)_6380_6420_+|peak_5701|promoter::chr1:32875425-32882225(+)|6380|6420	12	2	10	1	0	0	12	6	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	10	0	0	18	8	0	0	0	0	0	0	0
promoter::chr1:3322916-3325316(-)_620_660_+|genomic|promoter::chr1:3322916-3325316(-)_620_660_+|peak_5702|promoter::chr1:3322916-3325316(-)|620|660	41	7	9	3	0	0	17	15	7	4	12	3	0	11	1	1	6	9	6	10	3	8	3	9	0	14	0	0	20	15	4	9	20	5	7	5	12
promoter::chr1:3633316-3636516(-)_2020_2060_+|genomic|promoter::chr1:3633316-3636516(-)_2020_2060_+|peak_5703|promoter::chr1:3633316-3636516(-)|2020|2060	32	51	5	9	7	17	5	4	88	47	88	153	2	21	9	30	17	28	29	85	8	14	20	9	25	4	9	4	5	8	37	72	28	54	58	35	30
promoter::chr1:36382225-36386425(+)_3780_3800_+|genomic|promoter::chr1:36382225-36386425(+)_3780_3800_+|peak_5704|promoter::chr1:36382225-36386425(+)|3780|3800	38	17	21	9	0	0	19	18	24	13	27	26	1	12	3	9	17	15	4	28	13	19	10	20	0	20	1	2	8	26	9	14	32	29	40	24	39
promoter::chr1:37259625-37265425(-)_100_140_+|genomic|promoter::chr1:37259625-37265425(-)_100_140_+|peak_5705|promoter::chr1:37259625-37265425(-)|100|140	3	22	5	6	0	12	7	7	24	22	42	48	2	14	10	6	17	17	3	21	12	8	10	6	6	6	1	1	10	7	31	22	30	16	39	20	15
promoter::chr1:39741954-39743754(+)_1120_1160_+|genomic|promoter::chr1:39741954-39743754(+)_1120_1160_+|peak_5706|promoter::chr1:39741954-39743754(+)|1120|1160	39	3	45	2	1	1	48	49	1	1	8	0	3	4	1	1	1	2	3	1	3	4	3	3	3	49	0	1	65	41	3	1	5	1	8	1	4
promoter::chr1:46673354-46677154(+)_2640_2680_+|genomic|promoter::chr1:46673354-46677154(+)_2640_2680_+|peak_5707|promoter::chr1:46673354-46677154(+)|2640|2680	15	2	45	1	0	6	48	38	5	1	4	6	0	4	1	1	2	5	1	5	2	4	2	2	9	48	1	3	12	42	5	5	4	5	12	2	3
promoter::chr1:47684554-47684954(+)_140_180_+|genomic|promoter::chr1:47684554-47684954(+)_140_180_+|peak_5708|promoter::chr1:47684554-47684954(+)|140|180	20	16	13	9	0	0	15	16	29	10	23	19	0	15	3	15	17	10	2	14	3	4	4	14	0	17	0	1	15	20	20	11	36	41	41	22	14
promoter::chr1:51194352-51200952(-)_2300_2340_+|genomic|promoter::chr1:51194352-51200952(-)_2300_2340_+|peak_5709|promoter::chr1:51194352-51200952(-)|2300|2340	24	1	7	0	0	0	2	3	1	0	0	0	0	1	0	3	0	1	0	0	0	1	1	0	0	4	0	0	3	1	0	0	2	0	0	2	1
promoter::chr1:51739952-51746752(+)_3320_3360_+|genomic|promoter::chr1:51739952-51746752(+)_3320_3360_+|peak_5710|promoter::chr1:51739952-51746752(+)|3320|3360	0	4	0	0	0	0	16	19	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	22	14	5	4	0	0	0	0	7
promoter::chr1:53241752-53244352(-)_680_720_+|genomic|promoter::chr1:53241752-53244352(-)_680_720_+|peak_5711|promoter::chr1:53241752-53244352(-)|680|720	1	6	1	8	0	0	57	55	6	0	0	1	0	0	3	3	1	1	1	0	1	1	0	0	0	61	0	0	63	59	37	3	0	2	0	0	27
promoter::chr1:54801551-54801751(+)_80_120_+|genomic|promoter::chr1:54801551-54801751(+)_80_120_+|peak_5712|promoter::chr1:54801551-54801751(+)|80|120	0	1	0	0	0	0	24	23	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	29	0	0	26	25	4	0	1	1	0	1	13
promoter::chr1:58475552-58478552(+)_1300_1340_+|genomic|promoter::chr1:58475552-58478552(+)_1300_1340_+|peak_5713|promoter::chr1:58475552-58478552(+)|1300|1340	6	0	17	1	0	1	15	16	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	1	8	15	0	0	1	0	1	0	1
promoter::chr1:653294-653494(+)_0_40_+|genomic|promoter::chr1:653294-653494(+)_0_40_+|peak_5714|promoter::chr1:653294-653494(+)|0|40	20	6	13	5	0	0	8	10	13	10	9	12	2	11	4	11	15	29	18	25	7	6	7	9	1	8	0	0	14	11	18	28	28	11	35	43	25
promoter::chr1:6689366-6693566(+)_420_460_+|genomic|promoter::chr1:6689366-6693566(+)_420_460_+|peak_5715|promoter::chr1:6689366-6693566(+)|420|460	25	26	43	9	1	1	24	29	18	19	33	31	0	26	47	20	13	11	8	35	5	14	25	12	1	40	0	6	33	30	25	34	69	68	51	41	24
promoter::chr1:6701966-6704766(+)_1440_1460_+|genomic|promoter::chr1:6701966-6704766(+)_1440_1460_+|peak_5716|promoter::chr1:6701966-6704766(+)|1440|1460	30	19	17	3	1	0	12	8	15	8	25	13	1	6	1	8	6	8	4	19	0	7	9	7	1	13	0	3	12	14	5	8	26	8	32	12	10
promoter::chr1:82026940-82032540(+)_4980_5020_+|genomic|promoter::chr1:82026940-82032540(+)_4980_5020_+|peak_5717|promoter::chr1:82026940-82032540(+)|4980|5020	0	0	0	0	1	0	19	19	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	23	0	0	6	24	0	0	0	0	24	0	0
promoter::chr1:84847741-84849741(+)_1940_1960_+|genomic|promoter::chr1:84847741-84849741(+)_1940_1960_+|peak_5718|promoter::chr1:84847741-84849741(+)|1940|1960	1	3	0	0	0	0	30	32	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	25	0	0	18	35	1	0	0	1	0	0	0
promoter::chr1:85834341-85834941(-)_300_340_+|genomic|promoter::chr1:85834341-85834941(-)_300_340_+|peak_5719|promoter::chr1:85834341-85834941(-)|300|340	39	1	47	1	0	0	31	24	0	3	0	3	2	1	0	2	1	2	1	6	4	4	3	3	2	33	1	2	28	27	0	1	0	2	4	0	1
promoter::chr1:87208941-87209541(+)_460_500_+|genomic|promoter::chr1:87208941-87209541(+)_460_500_+|peak_5720|promoter::chr1:87208941-87209541(+)|460|500	49	7	15	2	9	5	8	11	11	12	11	19	1	11	0	11	15	15	51	24	2	6	1	5	4	7	1	1	16	6	16	20	11	12	33	11	14
promoter::chr1:88908341-88908941(+)_220_240_+|genomic|promoter::chr1:88908341-88908941(+)_220_240_+|peak_5721|promoter::chr1:88908341-88908941(+)|220|240	0	1	0	0	0	0	27	29	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	30	0	0	0	34	10	2	0	0	0	0	5
promoter::chr1:89989665-89991265(+)_700_740_+|genomic|promoter::chr1:89989665-89991265(+)_700_740_+|peak_5722|promoter::chr1:89989665-89991265(+)|700|740	26	5	58	4	1	1	50	50	1	1	3	2	2	0	1	2	2	0	1	3	7	2	4	3	2	52	0	2	30	53	1	2	1	0	6	2	4
promoter::chr1:9369167-9373167(+)_2440_2480_+|genomic|promoter::chr1:9369167-9373167(+)_2440_2480_+|peak_5723|promoter::chr1:9369167-9373167(+)|2440|2480	14	4	1	1	2	11	3	2	28	11	24	37	0	12	7	18	22	14	14	29	1	3	2	3	4	5	2	1	4	4	10	16	11	14	32	23	13
promoter::chr20:11947552-11948152(+)_400_440_+|genomic|promoter::chr20:11947552-11948152(+)_400_440_+|peak_5724|promoter::chr20:11947552-11948152(+)|400|440	30	10	22	6	1	3	18	14	7	3	6	9	2	5	2	5	0	5	1	7	5	4	7	7	2	18	1	1	19	18	5	5	5	8	10	5	2
promoter::chr20:22098362-22098562(-)_180_200_+|genomic|promoter::chr20:22098362-22098562(-)_180_200_+|peak_5725|promoter::chr20:22098362-22098562(-)|180|200	15	2	15	0	1	20	8	9	3	3	7	4	4	3	0	3	6	3	1	3	4	1	5	1	7	10	2	2	0	8	1	2	6	7	6	1	3
promoter::chr20:22626762-22632562(+)_4700_4720_+|genomic|promoter::chr20:22626762-22632562(+)_4700_4720_+|peak_5726|promoter::chr20:22626762-22632562(+)|4700|4720	20	24	6	3	4	8	12	6	38	49	29	81	4	34	31	22	31	32	37	65	6	9	10	5	5	6	6	3	10	10	40	44	44	33	62	42	32
promoter::chr20:2288154-2288554(-)_260_300_+|genomic|promoter::chr20:2288154-2288554(-)_260_300_+|peak_5727|promoter::chr20:2288154-2288554(-)|260|300	49	14	17	8	1	0	13	15	12	20	19	15	1	32	7	19	25	28	19	53	3	6	9	2	0	17	0	0	46	13	20	32	53	27	66	26	26
promoter::chr20:32893072-32897672(+)_3600_3620_+|genomic|promoter::chr20:32893072-32897672(+)_3600_3620_+|peak_5728|promoter::chr20:32893072-32897672(+)|3600|3620	4	28	5	2	0	17	13	8	96	36	57	121	7	44	3	25	6	29	2	44	3	9	5	8	0	8	0	4	2	9	39	44	35	28	67	44	23
promoter::chr20:3457153-3461553(+)_1180_1200_+|genomic|promoter::chr20:3457153-3461553(+)_1180_1200_+|peak_5729|promoter::chr20:3457153-3461553(+)|1180|1200	11	2	30	4	7	7	21	18	1	1	4	2	0	3	0	4	4	1	1	4	2	3	2	1	8	19	5	9	19	22	2	8	3	2	12	3	5
promoter::chr20:37911370-37914770(-)_2740_2780_+|genomic|promoter::chr20:37911370-37914770(-)_2740_2780_+|peak_5730|promoter::chr20:37911370-37914770(-)|2740|2780	63	16	37	9	9	12	36	41	22	11	37	18	2	12	4	13	12	25	13	18	25	7	22	19	0	36	4	4	34	36	12	21	38	37	49	23	26
promoter::chr20:38091370-38095770(-)_140_180_+|genomic|promoter::chr20:38091370-38095770(-)_140_180_+|peak_5731|promoter::chr20:38091370-38095770(-)|140|180	28	19	8	2	0	2	3	4	46	49	45	103	1	39	3	24	23	19	11	33	2	7	4	2	10	4	1	1	7	5	33	25	58	25	68	24	17
promoter::chr20:44902331-44904331(-)_1940_1980_+|genomic|promoter::chr20:44902331-44904331(-)_1940_1980_+|peak_5732|promoter::chr20:44902331-44904331(-)|1940|1980	0	38	47	15	0	1	48	43	75	45	70	38	4	39	42	41	44	69	0	76	18	13	27	13	0	45	0	2	0	39	45	63	103	97	83	101	57
promoter::chr20:45856540-45857940(+)_840_880_+|genomic|promoter::chr20:45856540-45857940(+)_840_880_+|peak_5733|promoter::chr20:45856540-45857940(+)|840|880	32	30	12	8	2	14	9	10	38	84	49	81	2	75	12	65	57	56	68	88	1	15	14	12	11	11	2	3	12	11	73	73	88	42	138	106	69
promoter::chr20:48703048-48706048(-)_2560_2580_+|genomic|promoter::chr20:48703048-48706048(-)_2560_2580_+|peak_5734|promoter::chr20:48703048-48706048(-)|2560|2580	0	25	3	5	0	5	2	3	30	59	18	44	1	49	6	42	33	31	0	76	5	4	8	6	6	3	0	2	0	5	25	49	38	22	74	58	39
promoter::chr20:49391649-49396049(+)_1400_1440_+|genomic|promoter::chr20:49391649-49396049(+)_1400_1440_+|peak_5735|promoter::chr20:49391649-49396049(+)|1400|1440	0	0	1	0	0	0	25	29	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	29	0	0	30	30	0	0	0	0	0	0	0
promoter::chr20:50275649-50281849(+)_1380_1400_+|genomic|promoter::chr20:50275649-50281849(+)_1380_1400_+|peak_5736|promoter::chr20:50275649-50281849(+)|1380|1400	27	19	16	10	0	0	16	19	39	19	56	34	0	38	4	18	24	47	14	35	6	9	15	9	0	18	0	0	20	19	33	49	88	77	86	38	36
promoter::chr20:59405955-59410555(+)_4280_4320_+|genomic|promoter::chr20:59405955-59410555(+)_4280_4320_+|peak_5737|promoter::chr20:59405955-59410555(+)|4280|4320	3	7	2	1	0	0	36	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	41	0	0	37	37	0	1	2	0	0	0	1
promoter::chr20:63452958-63457158(+)_580_600_+|genomic|promoter::chr20:63452958-63457158(+)_580_600_+|peak_5738|promoter::chr20:63452958-63457158(+)|580|600	19	16	13	5	0	1	10	10	20	9	18	8	0	23	7	3	4	8	5	57	4	10	10	14	0	14	0	1	10	12	9	9	71	26	34	9	14
promoter::chr20:63983359-63984359(-)_960_1000_+|genomic|promoter::chr20:63983359-63984359(-)_960_1000_+|peak_5739|promoter::chr20:63983359-63984359(-)|960|1000	4	6	0	4	0	0	58	51	6	1	2	0	0	1	1	41	0	0	2	0	1	0	0	1	0	57	0	0	56	64	15	0	0	0	0	1	2
promoter::chr21:15837739-15840939(-)_1460_1500_+|genomic|promoter::chr21:15837739-15840939(-)_1460_1500_+|peak_5740|promoter::chr21:15837739-15840939(-)|1460|1500	8	5	20	3	3	9	8	7	9	17	15	8	10	7	6	2	3	9	23	25	5	3	4	6	3	8	10	4	6	6	14	23	6	24	23	12	21
promoter::chr21:38443537-38450337(-)_4660_4700_+|genomic|promoter::chr21:38443537-38450337(-)_4660_4700_+|peak_5741|promoter::chr21:38443537-38450337(-)|4660|4700	23	1	1	0	54	3	0	1	0	0	1	1	4	1	0	1	1	1	5	1	2	2	0	1	16	0	42	15	18	1	1	2	0	0	0	2	0
promoter::chr21:45414229-45420229(+)_3320_3360_+|genomic|promoter::chr21:45414229-45420229(+)_3320_3360_+|peak_5742|promoter::chr21:45414229-45420229(+)|3320|3360	0	10	7	2	0	5	15	17	34	23	32	45	0	13	1	10	25	17	0	20	2	4	3	7	0	9	0	2	0	13	14	16	10	18	23	10	16
promoter::chr22:25402433-25405233(-)_40_60_+|genomic|promoter::chr22:25402433-25405233(-)_40_60_+|peak_5743|promoter::chr22:25402433-25405233(-)|40|60	53	12	3	4	0	9	7	6	25	8	24	48	0	13	2	15	13	13	21	16	5	6	6	5	3	5	2	2	21	5	10	24	16	10	44	18	6
promoter::chr22:26223834-26228834(-)_440_480_+|genomic|promoter::chr22:26223834-26228834(-)_440_480_+|peak_5744|promoter::chr22:26223834-26228834(-)|440|480	11	19	45	6	0	0	39	39	69	29	69	68	1	48	8	24	36	39	1	56	14	7	7	10	5	41	0	0	4	46	57	56	107	93	76	72	38
promoter::chr22:37829901-37831101(-)_660_700_+|genomic|promoter::chr22:37829901-37831101(-)_660_700_+|peak_5745|promoter::chr22:37829901-37831101(-)|660|700	25	4	12	10	0	1	13	14	25	18	21	28	1	11	10	18	15	31	11	29	20	17	14	8	0	13	0	0	30	13	21	9	22	25	33	24	21
promoter::chr22:39354103-39357903(+)_3020_3040_+|genomic|promoter::chr22:39354103-39357903(+)_3020_3040_+|peak_5746|promoter::chr22:39354103-39357903(+)|3020|3040	0	17	29	7	0	0	27	28	9	18	31	32	1	23	8	23	30	28	0	26	14	8	6	3	0	34	0	0	0	27	19	22	60	28	49	41	26
promoter::chr22:41720104-41720504(+)_180_220_+|genomic|promoter::chr22:41720104-41720504(+)_180_220_+|peak_5747|promoter::chr22:41720104-41720504(+)|180|220	6	5	5	5	1	3	18	16	0	2	3	7	1	0	1	3	3	3	2	2	6	1	4	1	7	14	1	2	18	18	2	2	3	5	12	4	0
promoter::chr22:42620104-42624304(-)_1220_1260_+|genomic|promoter::chr22:42620104-42624304(-)_1220_1260_+|peak_5748|promoter::chr22:42620104-42624304(-)|1220|1260	69	10	45	10	0	1	46	40	19	14	17	16	4	12	9	11	8	15	9	28	13	15	10	12	0	48	3	0	30	43	7	16	36	28	25	15	18
promoter::chr22:44033443-44035243(+)_1660_1700_+|genomic|promoter::chr22:44033443-44035243(+)_1660_1700_+|peak_5749|promoter::chr22:44033443-44035243(+)|1660|1700	0	11	0	0	0	0	16	18	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	3	0	18	0	0	3	18	0	1	0	1	0	0	3
promoter::chr22:44709912-44711712(+)_740_780_+|genomic|promoter::chr22:44709912-44711712(+)_740_780_+|peak_5750|promoter::chr22:44709912-44711712(+)|740|780	30	0	12	1	3	0	11	8	4	1	3	2	0	3	1	2	1	1	2	4	2	0	2	0	2	15	1	2	14	9	1	3	4	1	7	1	0
promoter::chr2:102988878-102994278(+)_3340_3380_+|genomic|promoter::chr2:102988878-102994278(+)_3340_3380_+|peak_5751|promoter::chr2:102988878-102994278(+)|3340|3380	115	14	106	10	8	15	107	96	13	15	21	18	2	3	0	5	8	10	15	19	26	13	6	10	27	111	14	9	148	107	15	23	14	21	17	8	17
promoter::chr2:105499279-105502279(-)_1060_1080_+|genomic|promoter::chr2:105499279-105502279(-)_1060_1080_+|peak_5752|promoter::chr2:105499279-105502279(-)|1060|1080	6	2	16	1	1	0	7	10	0	0	0	1	6	0	0	4	2	3	0	4	3	0	1	1	0	13	0	1	7	8	0	2	0	4	1	0	3
promoter::chr2:109182080-109182680(+)_500_540_+|genomic|promoter::chr2:109182080-109182680(+)_500_540_+|peak_5753|promoter::chr2:109182080-109182680(+)|500|540	16	2	32	0	0	1	4	8	0	0	0	1	3	2	0	7	1	0	1	0	2	7	3	0	0	8	0	1	6	8	2	0	15	1	0	2	0
promoter::chr2:113908883-113912083(-)_1800_1840_+|genomic|promoter::chr2:113908883-113912083(-)_1800_1840_+|peak_5754|promoter::chr2:113908883-113912083(-)|1800|1840	113	32	17	14	4	21	14	9	116	91	95	167	3	102	18	61	118	73	59	108	5	25	21	16	17	19	6	6	10	12	78	98	87	46	148	85	62
promoter::chr2:120460484-120462284(+)_0_20_+|genomic|promoter::chr2:120460484-120462284(+)_0_20_+|peak_5755|promoter::chr2:120460484-120462284(+)|0|20	0	24	17	14	0	9	18	18	28	40	38	37	5	51	17	59	49	56	0	88	3	16	11	2	6	15	0	3	0	17	40	70	79	24	162	64	48
promoter::chr2:120486684-120488084(+)_220_240_+|genomic|promoter::chr2:120486684-120488084(+)_220_240_+|peak_5756|promoter::chr2:120486684-120488084(+)|220|240	68	0	0	0	42	0	0	0	0	0	1	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	23	0	39	0	0	0	0	0	1	0	0
promoter::chr2:122018284-122020484(+)_440_480_+|genomic|promoter::chr2:122018284-122020484(+)_440_480_+|peak_5757|promoter::chr2:122018284-122020484(+)|440|480	401	22	193	107	3	3	411	440	17	11	18	17	11	22	11	16	12	25	9	21	162	57	83	26	8	420	1	7	311	432	23	38	63	15	45	43	24
promoter::chr2:128188286-128190486(-)_240_280_+|genomic|promoter::chr2:128188286-128190486(-)_240_280_+|peak_5758|promoter::chr2:128188286-128190486(-)|240|280	71	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	138	0	0	0	0	0	0	0	14	0	36	0	0	1	0	0	1	0	0
promoter::chr2:132699087-132703287(+)_180_200_+|genomic|promoter::chr2:132699087-132703287(+)_180_200_+|peak_5759|promoter::chr2:132699087-132703287(+)|180|200	8	85	30	23	6	53	32	23	284	290	243	424	10	174	60	120	143	154	9	299	25	28	38	58	66	31	1	21	2	27	161	212	358	183	273	174	177
promoter::chr2:134695490-134698890(+)_1760_1800_+|genomic|promoter::chr2:134695490-134698890(+)_1760_1800_+|peak_5760|promoter::chr2:134695490-134698890(+)|1760|1800	15	10	20	5	0	2	11	11	16	4	17	16	3	11	3	9	4	13	4	7	1	2	5	9	0	11	0	0	11	17	4	8	9	15	52	6	11
promoter::chr2:143213891-143216491(+)_2080_2120_+|genomic|promoter::chr2:143213891-143216491(+)_2080_2120_+|peak_5761|promoter::chr2:143213891-143216491(+)|2080|2120	25	15	5	4	2	7	4	3	34	23	26	50	3	24	2	21	27	35	29	41	8	3	2	6	4	7	1	4	5	5	12	33	30	13	52	25	18
promoter::chr2:189955184-189955584(-)_360_380_+|genomic|promoter::chr2:189955184-189955584(-)_360_380_+|peak_5762|promoter::chr2:189955184-189955584(-)|360|380	9	4	12	3	0	0	13	8	9	9	10	11	0	18	1	8	6	13	2	19	5	7	4	1	1	10	0	0	3	15	8	14	35	11	31	10	23
promoter::chr2:19138077-19139677(+)_660_700_+|genomic|promoter::chr2:19138077-19139677(+)_660_700_+|peak_5763|promoter::chr2:19138077-19139677(+)|660|700	26	25	17	3	15	13	13	17	41	57	33	57	8	51	24	53	35	49	35	68	3	5	10	14	18	10	12	9	14	13	43	53	39	19	62	62	47
promoter::chr2:191441784-191443384(+)_420_460_+|genomic|promoter::chr2:191441784-191443384(+)_420_460_+|peak_5764|promoter::chr2:191441784-191443384(+)|420|460	33	41	3	10	0	5	5	2	46	41	38	76	0	28	7	25	32	35	45	66	9	14	14	11	5	2	1	1	2	5	28	34	31	23	54	38	34
promoter::chr2:201004587-201005787(+)_1080_1100_+|genomic|promoter::chr2:201004587-201005787(+)_1080_1100_+|peak_5765|promoter::chr2:201004587-201005787(+)|1080|1100	40	34	31	9	1	0	27	27	52	39	41	48	2	38	23	26	32	66	16	53	18	7	25	28	0	37	0	0	23	27	38	37	123	105	99	72	73
promoter::chr2:203822787-203828387(+)_3420_3460_+|genomic|promoter::chr2:203822787-203828387(+)_3420_3460_+|peak_5766|promoter::chr2:203822787-203828387(+)|3420|3460	17	77	112	18	0	0	96	92	92	55	117	75	5	100	69	53	55	67	5	69	49	24	53	27	1	101	0	5	14	90	84	62	147	101	135	85	67
promoter::chr2:218685789-218693789(+)_3660_3700_+|genomic|promoter::chr2:218685789-218693789(+)_3660_3700_+|peak_5767|promoter::chr2:218685789-218693789(+)|3660|3700	1	18	24	8	0	1	22	27	16	3	27	12	0	23	4	4	5	11	0	9	5	10	20	6	7	26	0	2	0	22	13	8	26	27	27	14	17
promoter::chr2:224014395-224016395(+)_220_260_+|genomic|promoter::chr2:224014395-224016395(+)_220_260_+|peak_5768|promoter::chr2:224014395-224016395(+)|220|260	10	1	21	0	0	2	20	17	3	1	3	2	1	1	0	0	0	0	0	1	0	1	1	1	1	20	0	0	5	27	0	2	2	1	3	0	0
promoter::chr2:232735402-232736402(-)_760_780_+|genomic|promoter::chr2:232735402-232736402(-)_760_780_+|peak_5769|promoter::chr2:232735402-232736402(-)|760|780	72	0	0	1	17	1	0	0	3	4	0	0	0	0	0	0	1	0	141	2	0	0	3	1	0	0	8	0	20	3	1	1	1	2	4	3	0
promoter::chr2:234187078-234190878(-)_800_840_+|genomic|promoter::chr2:234187078-234190878(-)_800_840_+|peak_5770|promoter::chr2:234187078-234190878(-)|800|840	11	1	16	2	0	1	22	20	0	4	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	22	0	2	12	20	1	0	0	1	4	1	0
promoter::chr2:235598678-235599478(+)_360_400_+|genomic|promoter::chr2:235598678-235599478(+)_360_400_+|peak_5771|promoter::chr2:235598678-235599478(+)|360|400	8	12	4	2	2	2	3	5	18	17	15	35	0	38	19	22	14	14	11	50	3	1	4	2	1	4	0	0	7	7	12	20	22	10	32	23	18
promoter::chr2:235701478-235702278(-)_600_640_+|genomic|promoter::chr2:235701478-235702278(-)_600_640_+|peak_5772|promoter::chr2:235701478-235702278(-)|600|640	0	4	30	8	0	1	14	10	12	13	24	10	0	24	9	9	7	16	0	19	10	10	5	5	5	8	0	0	0	7	12	20	34	26	43	38	39
promoter::chr2:236909679-236910879(+)_220_260_+|genomic|promoter::chr2:236909679-236910879(+)_220_260_+|peak_5773|promoter::chr2:236909679-236910879(+)|220|260	42	2	54	4	2	5	53	42	4	6	6	6	1	3	1	4	0	3	0	7	2	4	2	2	5	48	7	2	56	51	3	5	1	7	9	10	1
promoter::chr2:239780632-239780832(+)_40_80_+|genomic|promoter::chr2:239780632-239780832(+)_40_80_+|peak_5774|promoter::chr2:239780632-239780832(+)|40|80	31	10	13	4	11	9	11	10	34	29	26	51	3	40	20	19	21	28	44	49	4	2	12	7	13	14	16	1	22	12	28	25	44	15	36	31	28
promoter::chr2:240785037-240785237(-)_100_120_+|genomic|promoter::chr2:240785037-240785237(-)_100_120_+|peak_5775|promoter::chr2:240785037-240785237(-)|100|120	53	19	31	14	0	0	27	20	26	15	29	18	0	23	9	21	14	12	10	22	16	20	15	13	2	22	0	0	27	26	14	11	54	27	28	30	35
promoter::chr2:241347439-241352039(-)_920_960_+|genomic|promoter::chr2:241347439-241352039(-)_920_960_+|peak_5776|promoter::chr2:241347439-241352039(-)|920|960	0	21	69	13	0	0	44	55	16	14	22	12	1	28	8	17	26	21	0	12	15	11	11	23	0	49	0	1	0	42	21	12	56	15	50	41	32
promoter::chr2:241567839-241571639(+)_2740_2760_+|genomic|promoter::chr2:241567839-241571639(+)_2740_2760_+|peak_5777|promoter::chr2:241567839-241571639(+)|2740|2760	12	2	15	2	0	0	8	5	2	2	4	2	3	1	0	0	0	1	1	1	7	5	5	5	2	9	1	2	3	8	1	1	3	2	4	4	1
promoter::chr2:241567839-241571639(+)_3040_3080_+|genomic|promoter::chr2:241567839-241571639(+)_3040_3080_+|peak_5778|promoter::chr2:241567839-241571639(+)|3040|3080	10	3	14	2	0	1	4	5	2	2	8	0	0	4	0	2	1	3	1	2	8	2	4	7	1	14	1	1	6	9	1	2	4	1	8	3	1
promoter::chr2:24632923-24633523(+)_420_440_+|genomic|promoter::chr2:24632923-24633523(+)_420_440_+|peak_5779|promoter::chr2:24632923-24633523(+)|420|440	9	1	1	10	1	0	10	5	2	2	4	0	1	0	0	43	0	0	1	4	0	1	0	0	2	9	0	0	36	28	1	3	0	1	1	0	2
promoter::chr2:27353525-27354525(-)_540_560_+|genomic|promoter::chr2:27353525-27354525(-)_540_560_+|peak_5780|promoter::chr2:27353525-27354525(-)|540|560	21	10	9	4	1	0	8	12	4	5	8	6	1	8	1	6	4	5	4	9	3	8	3	2	0	12	0	0	16	8	9	3	11	18	19	10	14
